special,podcast,podcast_airdate,podcast_sequence,radio_airdate,radio_sequence,song,artist,album,time,notes,break,asin,itunes
,,,,2016-01-12,33,The Way to Market Station,The Aisler Set,The Last Match,3:13,Among the twee-est,,,
,,,,2016-01-12,34,Gold,Chet Faker,Flux FM Popkultur Kompakt Vol.3,4:45,Slow drag,,,
,,,,2016-01-12,35,Rock and Roll,The Action Time,Versus The World,3:03,Quite Mekons,,,
,,,,2016-01-12,36,BREAK,,,,,,,
,,,,2016-01-12,37,The 3-step Formula,The Anubian Lights,Naz Bar,6:02,Do not tune me out,,,
,,,,2016-01-19,00,Playlist for 2016-01-19,,,,,X,,
,,,,2016-01-19,01,"Oh Lord, Don't Let Them Drop That Atomic Bomb on Me",Keith Richards and The Uptown Horns,Weird Nightmare: Meditations on Mingus,6:48,The weirdest of nightmares,,,
,,,,2016-01-19,02,BREAK,,,,,,,
,,,,2016-01-19,03,Jungle Drums,Dex Romweber Duo,Is That You In The Blue?,2:09,Rowdy and raucous,,,
,,,,2016-01-19,04,Goodbye Stranger,Supertramp,Breakfast In America,5:50,Sometimes you have to,,,
,,,,2016-01-19,05,Trippin',Polica,Shulamith,4:16,All over the melody map,,,
,,,,2016-01-19,06,BREAK,,,,,,,
,,,,2016-01-19,07,Sourtimes,Portishead,Massive Beats 2,4:12,The sound that started it,,,
,,,,2016-01-19,08,Theme from Dirty Harry,James Taylor Quartet,Creation,4:35,Fruit stands beware,,,
,,,,2016-01-19,09,Somebody Lied,Kim Lenz And Her Jaguars,The One And Only,2:36,Sorry that I lied,,,
,,,,2016-01-19,10,BREAK,,,,,,,
,,,,2016-01-19,11,Definition,Kruder & Dorfmeister,G-Stoned,5:09,For Ty,,,
,,,,2016-01-19,12,Sugar,Quasi,R&B Transmogrification,5:27,Pretty noisy for Sugar,,,
,,,,2016-01-19,13,Eclipse,Mike Gordon,The Last Step ,3:17,Need to learn some new harmonies,,,
,,,,2016-01-19,14,BREAK,,,,,,,
,,,,2016-01-19,15,Dunántúli Sláger (Scókolom Feldolgozás),Amorf Ördögök (feat. Lipi Brown),Sun Dub Vol. 2,3:14,Is it Secret Agent Man?,,,
,,,,2016-01-19,16,Shut It,Euphone,,2:39,Good vibrations,,,
,,,,2016-01-19,17,The Sun Goes All Around,Thee Oh Sees,Dog Poison,2:24,With that T Rex vibe,,,
,,,,2016-01-19,18,Take A Chance On Me,ABBA,Number Ones (Disc 1),4:02,"If you don't like ABBA, you can go listen to the Eagles",,,
,,,,2016-01-19,19,BREAK,,,,,,,
,,,,2016-01-19,20,What You Got...,Home,,2:38,Your curiousity is flattering,,,
,,,,2016-01-19,21,Void,Sonny & The Sunsets,PV Digest #1- Winter 2014,2:13,Golden touch,,,
,,,,2016-01-19,22,Third World Lover (Kid Koala & Dynomite D),Kid Koala + Dynomite D,Bombay 2 : Electric Vindaloo,5:34,More from Dan the Automator,,,
,,,,2016-01-19,23,BREAK,,,,,,,
,,,,2016-01-19,24,I Stand Corrected,The Upper Crust,Revenge For Imagined Slights,2:27,Good man,,,
,,,,2016-01-19,25,Breakfast Can Wait,Prince,Art Official Age,3:55,Not for me!,,,
,,,,2016-01-19,26,Alter Ego,Amsterdam Klezmer Band,Remixed,6:51,Spooky remix,,,
,,,,2016-01-19,27,BREAK,,,,,,,
,,,,2016-01-19,28,I Live Behind The Clouds,Monster Magnet,Last Patrol,4:26,Doom and grind,,,
,,,,2016-01-19,29,Give You Action,dunkelbunt,raindrops and elephants,6:46,Balkan sound system,,,
,,,,2016-01-19,30,Vida De Cachorro,Os Mutantes,,3:15,Very White Album,,,
,,,,2016-01-19,31,BREAK,,,,,,,
,,,,2016-01-19,32,One,Christopher Francis,Worried Noodles,2:56,Look up David Shrigley,,,
,,,,2016-01-19,33,Stranded on a Lonely Planet,The Action Time,Versus The World,1:58,Like the Rezillos!,,,
,,,,2016-01-19,34,One Half Laughing,The Aisler Set,the last match,2:02,Twee set,,,
,,,,2016-01-19,35,The Ballad Of Joe Buck,The Jon Spencer Blues Explosion,Freedom Tower - No Wave Dance Party 2015,1:43,,,,
,,,,2016-01-19,36,BREAK,,,,,,,
,,,,2016-01-19,37,Progress (Nigeria),Tony Allen with Africa '70,Africa,9:42,,,,
,,,,2016-01-26,00,Replay of 2012-06-19,,,,,X,,
,,,,2016-02-02,00,???,,,,,X,,
,,,,2016-02-09,00,Replay of 2015-06-09,,,,,X,,
,,,,2016-02-16,00,Playlist for 2016-02-16,,,,,X,,
,,,,2016-02-16,01,Freddie's Dead,Fishbone,Essential Fishbone,,Dig that Curtis Mayfield!,,,
,,,,2016-02-16,02,BREAK,,,,,,,
,,,,2016-02-16,03,Revolution Girls,Mariachi El Bronx,Mariachi El Bronx II,,In El Dos,,,
,,,,2016-02-16,04,Abigaille,Piera Piccioni,,,In the mood for some organ,,,
,,,,2016-02-16,05,In The Sun,Moon Duo,,,Fuzzzzz,,,
,,,,2016-02-16,06,Shtiklakh,King Django's Roots + Culture,,,,,,
,,,,2016-02-16,07,BREAK,,,,,,,
,,,,2016-02-16,08,So Good,The Swinging Neckbreakers,,,,,,
,,,,2016-02-16,09,Maniac,Caravan Palace,,,,,,
,,,,2016-02-16,10,From Blown Speakers,The New Pornographers,,,,,,
,,,,2016-02-16,11,Mirrors,The Phenomenal Handclap Band,,,,,,
,,,,2016-02-16,12,BREAK,,,,,,,
,,,,2016-02-16,13,"Oh, Dennis!",El Gran Silencio,,,,,,
,,,,2016-02-16,14,Wasting All Your Time,Camper Van Beethoven,,,,,,
,,,,2016-02-16,15,Turnin' on the Screw,Queens of the Stone Age,,,,,,
,,,,2016-02-16,16,BREAK,,,,,,,
,,,,2016-02-16,17,Halo,Disappears,,,,,,
,,,,2016-02-16,18,Sugar's Boogaloo,Sugarman Three,,,,,,
,,,,2016-02-16,19,How Can You Luv Me,Unknown Mortal Orchestra,,,,,,
,,,,2016-02-16,20,BREAK,,,,,,,
,,,,2016-02-16,21,Utsi Utsi Baba,Señor Coconut vs. Koçani Orkestar,,,,,,
,,,,2016-02-16,22,Mahalageasca,Mahala Rai Banda,,,,,,
,,,,2016-02-16,23,Havana Nagila,Hip Hop Hoodios,,,,,,
,,,,2016-02-16,24,Lautlos,!DelaDap,,,,,,
,,,,2016-02-16,25,BREAK,,,,,,,
,,,,2016-02-16,26,Lei Toi,Mitsoura,,,,,,
,,,,2016-02-16,27,The Souvlak,Boom Pam,,,,,,
,,,,2016-02-16,28,James Bond Theme,Fanfare Ciocarla,,,,,,
,,,,2016-02-16,29,BREAK,,,,,,,
,,,,2016-02-16,30,Siki Siki Baba,Gaetano Fabri,,,,,,
,,,,2016-02-16,31,Gypsy's Kolo,Jony Iliev,,,,,,
,,,,2016-02-16,32,BBBeat,Balkan Beat Box,,,,,,
,,,,2016-02-16,33,BREAK,,,,,,,
,,,,2016-02-16,34,The Lark,Kalman Balogh,,,,,,
,,,,2016-02-16,35,Bucovina,Shantel,,,,,,
,,,,2016-02-16,36,L'Orient Est Rouge,Lightning Head,,,,,,
,,,,2016-02-16,37,BREAK,,,,,,,
,,,,2016-02-16,38,Sidi Mansour,Sir Richard Bishop,,,,,,
,,,,2016-02-23,00,Playlist for 2016-02-23,,,,,X,,
,,,,2016-02-23,01,Save A Prayer,EODM (Eagles of Death Metal),Zipper Down,4:41,For Tom and Angie,,,
,,,,2016-02-23,02,BREAK,,,,,,,
,,,,2016-02-23,03,Little Maggie,Robert Plant & The Sensational Space Shifters,Lullaby and... The Ceaseless Roar,5:06,A buzz from the backwoods ether,,,
,,,,2016-02-23,04,Squares,The Beta Band,The Regal Years (1997-2004) (disc 3) - Hot Shots II,3:46,Floating in a Scottish ocean,,,
,,,,2016-02-23,05,Business Interruptus,Rob Crow's Gloomy Place,You're Doomed. Be Nice.,3:40,"Welcome back, Rob",,,
,,,,2016-02-23,06,BREAK,,,,,,,
,,,,2016-02-23,07,Sweetness And Light,Lush,Gala (Chorus Version),5:20,Librarians love Lush,,,
,,,,2016-02-23,08,Dead End Street,Tenniscourts,Tenniscourts,3:10,Is that a Kinks song?,,,
,,,,2016-02-23,09,Paperweight Machine,Fluid Ounces,,2:10,South Florida Pop Tweaking,,,
,,,,2016-02-23,10,Didn't It Rain (Minimatic Remix),The Golden Gate Quartet,Practise Your Swing!,4:53,Electroswing blues,,,
,,,,2016-02-23,11,BREAK,,,,,,,
,,,,2016-02-23,12,Particle Man,They Might Be Giants,TMBG's Other Thing Brass Band,2:07,With the Other Thing Brass Band,,,
,,,,2016-02-23,13,SeeFu Lilac,Black Moth Super Rainbow,SeeFu Lilac,2:33,Psychedelic boombox,,,
,,,,2016-02-23,14,How Does It Make You Feel,Air,Everybody Hertz,4:41,Erotic French Dub,,,
,,,,2016-02-23,15,Puffy Cloud,Ween,GodWeenSatan: The Oneness (25th Anniversary Edition),2:40,Pass it on Deaner,,,
,,,,2016-02-23,16,BREAK,,,,,,,
,,,,2016-02-23,17,Ch'ilet La Yani (dunklebunt remix),Watcha Clan,raindrops and elephants,3:57,"Perhaps, perhaps, perhaps",,,
,,,,2016-02-23,18,Bicycle Race,Queen,,3:03,Let's all ride bicycles,,,
,,,,2016-02-23,19,r&b transmogrification,Quasi,R&B Transmogrification,2:29,Early Quasi,,,
,,,,2016-02-23,20,Left Hand Free,Alt-J,This Is All Yours,2:54,Especially if you're left-handed,,,
,,,,2016-02-23,21,BREAK,,,,,,,
,,,,2016-02-23,22,No Hope,Cults,Static,3:45,Let's not dwell on this,,,
,,,,2016-02-23,23,Another Is Waiting,The Avett Brothers,Magpie and the Dandelion (Deluxe Edition),2:09,Another what?,,,
,,,,2016-02-23,24,Disappear,Madness,Absolutely (30th Anniversary Edition) (CD1),2:58,Ancient madness,,,
,,,,2016-02-23,25,BREAK,,,,,,,
,,,,2016-02-23,26,Eddie's Song,King Tuff,Black Moon Spell,3:50,Like the Bay City Rollers?,,,
,,,,2016-02-23,27,The Dismemberment Plan Gets Rich,The Dismemberment Plan,Juno & The Dismemberment Plan Split,2:23,The most frantic one,,,
,,,,2016-02-23,28,Ruby,The Monolith,Here Comes The Monolith,4:47,Going out to Mark,,,
,,,,2016-02-23,29,Chief,Lettuce,Crush,4:59,Pounding,,,
,,,,2016-02-23,30,BREAK,,,,,,,
,,,,2016-02-23,31,At The Flamingo Bar,Parov Stelar Trio,The Invisible Girl,2:50,More narrative stylings,,,
,,,,2016-02-23,32,Trouble,DJ Me DJ You,Can You See The Music?,4:18,Electrofunkit,,,
,,,,2016-02-23,33,Brenda's Iron Sledge,Robyn Hitchcock & The Egyptians,,3:08,Please don't call me Reg,,,
,,,,2016-02-23,34,Adlai Stevenson,Sufjan Stevens,,2:34,Too smart for his own good,,,
,,,,2016-02-23,35,BREAK,,,,,,,
,,,,2016-02-23,36,Vince the Lovable Stoner,The Fratellis,Costello Music,3:14,We all know one,,,
,,,,2016-02-23,37,Beautiful,Barcelona,,2:33,Delighted,,,
,,,,2016-02-23,38,Magic Mountain,The Drums,Encyclopedia,4:05,"Stressing me out, man",,,
,,,,2016-02-23,39,Been Hiding,The Aisler Set,the last match,2:03,Dum dedum dum,,,
,,,,2016-02-23,40,BREAK,,,,,,,
,,,,2016-02-23,41,Work Song,Vernon Reid,Weird Nightmare: Meditations on Mingus,6:54,16 of 16,,,
,,,,2016-03-01,00,Doctor Doctor,,,,,X,,
,,,,2016-03-01,01,My Favorite Lies,White Hassle,The Death of Song,Originally by George Jones,,,,
,,,,2016-03-01,02,BREAK,,,,,,,
,,,,2016-03-01,03,Chances,Caveman,Caveman,Hypontic and sophosticated,,,,
,,,,2016-03-01,04,Quit Being Dicks,Rob Crow's Gloomy Place,You're Doomed. Be Nice.,Typical Rob Crow,,,,
,,,,2016-03-01,05,Void,Sonny & The Sunsets,PV Digest #1- Winter 2014,I think I already played this,,,,
,,,,2016-03-01,06,Hold Me,Billy Childish + Holly Golightly,In Blood,How much damage can you do with one chord?,,,,
,,,,2016-03-01,07,BREAK,,,,,,,
,,,,2016-03-01,08,De-Luxe,Lush,Gala (Chorus Version),More Lush and it is fantastic,,,,
,,,,2016-03-01,09,Get Closer,Life In Film,Flux FM Popkultur Kompakt Vol.3,Keeping it moving,,,,
,,,,2016-03-01,10,Junco Partner,Minimatic,Practise Your Swing!,Where's Stagger Lee when you need him?,,,,
,,,,2016-03-01,11,Ballad of a Mechanical Man,Quasi,R&B Transmogrification,Fuzzed out clavichord,,,,
,,,,2016-03-01,12,BREAK,,,,,,,
,,,,2016-03-01,13,Somebody There,Robert Plant & The Sensational Space Shifters,Lullaby and... The Ceaseless Roar,Deep and moody,,,,
,,,,2016-03-01,14,Russian,Caravan Palace,<I°_°I>,Bubbling as always,,,,
,,,,2016-03-01,15,"Gunslinging Bird or if Charlie Parker Were a Gunslinger, There'd Be a Whole Lot of Dead Copycats","Michael Blair, Chuck D",Weird Nightmare: Meditations on Mingus,BOOM,,,,
,,,,2016-03-01,16,Solid Gone,Madness,Absolutely (30th Anniversary Edition) (CD1),Real solid gone!,,,,
,,,,2016-03-01,17,BREAK,,,,,,,
,,,,2016-03-01,18,Are You Dead Or Are You Undead?,Amy Engelhardt,Not Gonna Be Pretty,"Well, are you?",,,,
,,,,2016-03-01,19,Cinnamon Girl,dunkelbunt,raindrops and elephants,Fantastic Neil Young Cover! No?,,,,
,,,,2016-03-01,20,Climb Down,Dex Romweber Duo,Is That You In The Blue?,Not too fast,,,,
,,,,2016-03-01,21,Chardonnay,Game Theory,Lolita Nation,Twisting about,,,,
,,,,2016-03-01,22,Creature,Tijuana Panthers,Max Baker,Scary monsters,,,,
,,,,2016-03-01,23,BREAK,,,,,,,
,,,,2016-03-01,24,(I Got A) Stomach Ache,Buddy Guy,Frett'n The Blues,Also good: Junior Wells,,,,
,,,,2016-03-01,25,Doctor My Eyes,Ben Folds,,Michael Jackson Browne!,,,,
,,,,2016-03-01,26,Ambulance,Simian Mobile Disco,,Whooping its way through,,,,
,,,,2016-03-01,27,BREAK,,,,,,,
,,,,2016-03-01,28,Too Sick To Tango,Arlo,Stab The Unstoppable Hero,Chunk pop for you,,,,
,,,,2016-03-01,29,Love Sick,Mariachi El Bronx,Chimes of Freedom (Disc 1),Hey Bob Dylan,,,,
,,,,2016-03-01,30,Medicine Man (feat. Ella Thompson),The Bamboos,Medicine Man,Dark boogie,,,,
,,,,2016-03-01,31,Pills,The Frank Znort Quartet,,Norwegian!,,,,
,,,,2016-03-01,32,BREAK,,,,,,,
,,,,2016-03-01,33,Superpill,The Forty-Fives,High Life High Volume,Get your superpill now,,,,
,,,,2016-03-01,34,Fever [Adam Freeland Remix],Sarah Vaughan,Verve Remixed 3,A cool kind of fever,,,,
,,,,2016-03-01,35,Sleeping Pill,Luna,Bewitched,Trance,,,,
,,,,2016-03-01,36,Call Me Doctor,The Glands,,Too short,,,,
,,,,2016-03-01,37,BREAK,,,,,,,
,,,,2016-03-01,38,Touch Me I'm Sick,Mudhoney,Kurt Cobain About A Son,Worth the clink,,,,
,,,,2016-03-01,39,Fever For You,Michael Holland,,From Jennyanykind,,,,
,,,,2016-03-01,40,Health Food Store,White Hassle,,Twice the hassle,,,,
,,,,2016-03-01,41,Fever,The Black Keys,Les Inrockuptibles - Un Printemps 2014 Volume 3,Nobody has it hot like that,,,,
,,,,2016-03-01,42,BREAK,,,,,,,
,,,,2016-03-01,43,Dr. Octagon,Dr. Octagon,Dr. Octagonecologyst,4:38,,,,
,,,,2016-03-08,00,Under The Waves,,,,,X,,
,,,,2016-03-08,01,Up The Junction,They Might Be Giants,Four Covers [EP],2:48,Squeezed out,,,
,,,,2016-03-08,02,BREAK,,,,,,,
,,,,2016-03-08,03,Paper Doll Parts,Rob Crow's Gloomy Place,You're Doomed. Be Nice.,4:47,Chiming again,,,
,,,,2016-03-08,04,Baggy Trousers,Madness,Absolutely (30th Anniversary Edition) (CD1),2:47,30 already?,,,
,,,,2016-03-08,05,Now I'm Freaking Out,Ween,Freedom of '76,5:08,Also: Graham Coxon,,,
,,,,2016-03-08,06,The Force,Lettuce,Crush,3:42,Glorious!,,,
,,,,2016-03-08,07,BREAK,,,,,,,
,,,,2016-03-08,08,Brasshopper Plague,Shazalakazoo,Sun Dub Vol. 2,1:59,Drums + Balkan,,,
,,,,2016-03-08,09,Roll Away,dunkelbunt,raindrops and elephants,4:33,Balkaksankin',,,
,,,,2016-03-08,10,Farmer's Daughter,Babyshambles,Sequel To The Prequel (Deluxe Edition),5:06,"Fine, fine stuff",,,
,,,,2016-03-08,11,Downer,Lush,Gala (Chorus Version),2:41,Crunched out,,,
,,,,2016-03-08,12,BREAK,,,,,,,
,,,,2016-03-08,13,Atomic Moog 2000,Coldcut,Massive Beats 2,3:47,Spy stuff,,,
,,,,2016-03-08,14,Pusher,Alt-J,This Is All Yours,3:29,Slow and steady,,,
,,,,2016-03-08,15,Wise Up,Bim Skala Bim,American Playhouse,2:38,Boston ska stuff,,,
,,,,2016-03-08,16,Lady Madonna,The Beatles,1,2:17,From the Blue Album,,,
,,,,2016-03-08,17,BREAK,,,,,,,
,,,,2016-03-08,18,I Love You All The Time,EODM (Eagles of Death Metal),Zipper Down,3:10,Like Badfinger would have done,,,
,,,,2016-03-08,19,Unsquare Dance (feat. Skip vonKuske),Portland Cello Project,"Bach, Brubeck, Beck",2:40,"So long, Brubeck",,,
,,,,2016-03-08,20,We Love You Carol And Alison,Game Theory,Lolita Nation (2016 Reissue),3:27,Where do all the chords come from?,,,
,,,,2016-03-08,21,Crew Cut,Tijuana Panthers,Tijuana,2:26,Unmessable,,,
,,,,2016-03-08,22,BREAK,,,,,,,
,,,,2016-03-08,23,Under The Waves,Heavy Trash,,3:50,"A tragic tale, as always",,,
,,,,2016-03-08,24,Swim,Surfer Blood,,3:19,Out of Florida,,,
,,,,2016-03-08,25,Float Away,Davíd Garza,,3:31,Down the river,,,
,,,,2016-03-08,26,BREAK,,,,,,,
,,,,2016-03-08,27,Underwater Moonlight,The Soft Boys,Underwater Moonlight,4:18,One of the best albums ever,,,
,,,,2016-03-08,28,Drown,Black Tambourine,Black Tambourine,2:42,Shifty psychedelia,,,
,,,,2016-03-08,29,Pool Shark,Cherry Poppin' Daddies,Skaboy JFK:  The Skankin' Hits Of The Cherry Poppin' Daddies,3:02,Fun by comparison,,,
,,,,2016-03-08,30,Waves (The Time That You're Awake),The Elected,Me First,3:35,My favorite country band,,,
,,,,2016-03-08,31,BREAK,,,,,,,
,,,,2016-03-08,32,Went For A Swim,The Fastbacks,,1:55,A very fast swim,,,
,,,,2016-03-08,33,You Got Me Floatin',The Jimi Hendrix Experience,Axis: Bold As Love,2:48,Some Experience required,,,
,,,,2016-03-08,34,King Of The Waves,Little Barrie,King Of The Waves,4:36,Straight outta Nottingham,,,
,,,,2016-03-08,35,Swim,Madder Rose,Bring It Down,2:39,For all the swimmers out there,,,
,,,,2016-03-08,36,BREAK,,,,,,,
,,,,2016-03-08,37,Surf Machine,Spot 1019,,4:16,Gnarly gnarly gnarly,,,
,,,,2016-03-08,38,The Swimmer,Tracker,,4:16,She's a swimmer,,,
,,,,2016-03-08,39,Swimming With Sharks,The Shivas,Whiteout,4:15,A blast of noise,,,
,,,,2016-03-08,40,Sea Ghost,The Unicorns,,3:43,The inspiration for it all ,,,
,,,,2016-03-08,41,BREAK,,,,,,,
,,,,2016-03-08,42,Underwater,The Gentle People,,6:09,Woozy woozy,,,
,,,,2016-03-15,00,???,,,,,X,,
,,,,2016-03-22,00,???,,,,,X,,
,,,,2016-03-29,00,Replay of 2015-05-05,,,,,X,,
,,,,2016-04-05,00,School’s Out,,,,,X,,
,,,,2016-04-05,01,School's Out,The Donnas,In Their Eyes,,,,,
,,,,2016-04-05,02,Ginseng High School March,Jason Trachtenburg,Revolutions Per Minute,,,,,
,,,,2016-04-05,03,I Quit School,Evaporators,Ripple Rock,,,,,
,,,,2016-04-05,04,Collegiate Dope Slingaz,All That,,,,,,
,,,,2016-04-05,05,The Second Grade Applauds,The Loud Family,Plants and Birds and Rocks and Things,,,,,
,,,,2016-04-05,06,College Student,The Scofflaws,Record of Convictions,,,,,
,,,,2016-04-05,07,Bitch School,Spinal Tap,Break Like The Wind,,,,,
,,,,2016-04-05,08,Campus,Vampire Weekend,2009.03.03.a,,,,,
,,,,2016-04-05,09,Micro University,of Montreal,Daughter of Cloud,,,,,
,,,,2016-04-05,10,What We've Learned,Mclusky,Mclusky Do Dallas,,,,,
,,,,2016-04-05,11,Learning About Love,The Bran Flakes,Hey Won't Somebody Come and Play,,,,,
,,,,2016-04-05,12,Teacher Teacher,Rockpile,2010.09.21.a,,,,,
,,,,2016-04-05,13,Rock 'N' Roll High School,The Ramones,End Of The Century,,,,,
,,,,2016-04-05,14,College,Shyster,My Mom Likes These Songs,,,,,
,,,,2016-04-05,15,Obedience School,Brian Dewan,Hello Recording Club 1993/03,,,,,
,,,,2016-04-05,16,A Schoolboy's Charm,American Analog Set,2009.12.08.a,,,,,
,,,,2016-04-05,17,Class Historian,BRONCHO,Flux FM Popkultur Kompakt Vol.3,,,,,
,,,,2016-04-05,18,Weird At My School,Pixies,Monkey Gone to Heaven [EP],,,,,
,,,,2016-04-05,19,Learnin' To Love,Ween,2010.05.25,,,,,
,,,,2016-04-05,20,Encyclopedia Of Classic Takedowns,AC Newman,Shut Down The Streets,,,,,
,,,,2016-04-05,21,Books,Supernova,2010.02.16.a,,,,,
,,,,2016-04-05,22,"Holy Diploma, Batman - Straight A's!",Neal Hefti And His Orchestra,Batman Theme And 19 Hefti Bat Songs,,,,,
,,,,2016-04-05,23,You Can't Judge A Book By The Cover,The Strypes,Snapshot,,,,,
,,,,2016-04-05,24,Earlybird School,Charles Douglas,2015.04.07.a,,,,,
,,,,2016-04-05,25,Book of Rules,The Heptones,The Reggae Box (Disc 2),,,,,
,,,,2016-04-05,26,Chemistry Class,Elvis Costello & The Attractions,Armed Forces (Disc 1),,,,,
,,,,2016-04-05,27,Enjoy Yourself,The Specials,More Specials,,,,,
,,,,2016-04-12,00,Replay of 2015-08-04,,,,,X,,
,,,,2016-04-19,00,Replay of 2011-01-11,,,,,X,,
,,,,2016-04-26,00,Replay of 2015-02-24,,,,,X,,
,,,,2016-05-03,00,Playlist for 2016-05-03,,,,,X,,
,,,,2016-05-03,01,The Holiday Song,The Siren Six,,2:54,Many fine excellent Pixies compilations,,,
,,,,2016-05-03,02,BREAK,,,,,,,
,,,,2016-05-03,03,Time Has Come Today,Angry Samoans,,2:08,Not the one the Ramones covered,,,
,,,,2016-05-03,04,Thoughtforms (Version 2),Lush,Gala (Chorus Version),2:45,In waltz time,,,
,,,,2016-05-03,05,A Voice From 6 Corners,Badawi,,2:50,Mysteriouser,,,
,,,,2016-05-03,06,Heart Is Full [Remix] (feat. Run The Jewels),Miike Snow,iii,3:58,Make sure you put in the extra i,,,
,,,,2016-05-03,07,BREAK,,,,,,,
,,,,2016-05-03,08,Devo Corporate Anthem,Devo,Duty Now For The Future,1:15,Strong contender for bg music,,,
,,,,2016-05-03,09,"Humpin', Bumpin' & Thumpin'",Andre Williams,,2:22,Apostrophe fest,,,
,,,,2016-05-03,10,Man in a Suitcase,Thee Oh Sees,Fortress - Single,4:12,That OC throb,,,
,,,,2016-05-03,11,Eltsuhg Ibal Lasiti,The Daktaris,Daptone Originals Scion Vol 19 Disc 2,5:07,Unstoppable the funk,,,
,,,,2016-05-03,12,BREAK,,,,,,,
,,,,2016-05-03,13,California,Grimes,Art Angels,3:18,Poppier than expected,,,
,,,,2016-05-03,14,Fever,The Black Keys,Les Inrockuptibles - Un Printemps 2014 Volume 3,3:35,Very disco,,,
,,,,2016-05-03,15,I Was Just Here,Parquet Courts,Human Performance,1:50,The drone is beat,,,
,,,,2016-05-03,16,Crackalacka,Left Lane Cruiser,All You Can Eat,3:57,Swamp yer boat,,,
,,,,2016-05-03,17,BREAK,,,,,,,
,,,,2016-05-03,18,Rest Your Soul,Rob Crow's Gloomy Place,You're Doomed. Be Nice.,2:37,Still all over the place,,,
,,,,2016-05-03,19,Fill In The Blank,Car Seat Headrest,Teens Of Denial,4:06,Fun fun stuff,,,
,,,,2016-05-03,20,Warm Storm,Giant Sand,,4:57,The magnificent Ramp album,,,
,,,,2016-05-03,21,Simultaneous,Puscifer,Money Shot,6:42,Epic proportions,,,
,,,,2016-05-03,22,BREAK,,,,,,,
,,,,2016-05-03,23,Are You Serious,Andrew Bird,Are You Serious (Deluxe Edition),3:38,"Talented fellow, that Andrew Bird",,,
,,,,2016-05-03,24,Bad Days,The Flaming Lips,Heady Nuggs 20 Years After Clouds Taste Metallic 1994-1997,4:37,Quite cheerful,,,
,,,,2016-05-03,25,Judas,Esperanza Spalding,Emily's D+Evolution (Deluxe Edition),4:10,,,,
,,,,2016-05-03,26,Say You,Colourbox,Colourbox (Disc 1),3:58,Space reggae,,,
,,,,2016-05-03,27,BREAK,,,,,,,
,,,,2016-05-03,28,He Fresh,Jenny Lee,Right On!,3:58,Slow and smoldering,,,
,,,,2016-05-03,29,What Deaner Was Talkin' About,Ween,Chocolate And Cheese,2:00,For Andy,,,
,,,,2016-05-03,30,On the Road Again,Canned Heat,The Ultimate Collection Driving Songs,3:24,Inescapable boogie,,,
,,,,2016-05-03,31,The Way To Market Station,Aislers Set,,3:13,Faraway chiming,,,
,,,,2016-05-03,32,BREAK,,,,,,,
,,,,2016-05-03,33,Gettin' The Corners,Now Time Delegation,,2:58,For your next basement party,,,
,,,,2016-05-03,34,Call Me Doctor,The Glands,,1:03,Too short,,,
,,,,2016-05-03,35,The Owl Of Minerva,Donner Party,,2:49,"Featuring ""Sam"" (from Quasi)",,,
,,,,2016-05-03,36,Soldier Of Love,Marshall Crenshaw,Marshall Crenshaw,2:38,Made famous by the Beatles,,,
,,,,2016-05-03,37,BREAK,,,,,,,
,,,,2016-05-03,38,Breathe On,Honey Moons,,2:35,What is known about Honeymoons?,,,
,,,,2016-05-03,39,Set Me Up,Bim Skala Bim,American Playhouse,2:21,"I'm in the band, you see...",,,
,,,,2016-05-03,40,O Pato,João Gilberto,,2:00,Brazilian standard,,,
